UserID,Genre,MovieInfo_RS,MovieInfo_LLM,Ratings_RS,Ratings_LLM,Rankings_RS,Rankings_LLM,RMSE_Ratings,MAE_Ratings,OverlapPercentage_Rankings,MAD_Ratings,RMSD_Ratings
107,['Comedy'],"[{'Movie': 'Fargo (1996)', 'Rank': 1, 'Rating': '4.61'}, {'Movie': 'Office Space (1999)', 'Rank': 2, 'Rating': '4.52'}, {'Movie': 'Cabin in the Woods, The (2012)', 'Rank': 3, 'Rating': '4.43'}, {'Movie': 'Grand Day Out with Wallace and Gromit, A (1989)', 'Rank': 4, 'Rating': '4.43'}, {'Movie': 'Forrest Gump (1994)', 'Rank': 5, 'Rating': '4.40'}, {'Movie': 'Creature Comforts (1989)', 'Rank': 6, 'Rating': '4.39'}, {'Movie': 'Philadelphia Story, The (1940)', 'Rank': 7, 'Rating': '4.39'}, {'Movie': 'Swingers (1996)', 'Rank': 8, 'Rating': '4.39'}, {'Movie': 'Shaun of the Dead (2004)', 'Rank': 9, 'Rating': '4.39'}, {'Movie': 'FLCL (2000)', 'Rank': 10, 'Rating': '4.37'}]","[{'Movie': 'Forrest Gump (1994)', 'Rank': '1', 'Rating': '4.5'}, {'Movie': 'Fargo (1996)', 'Rank': '1', 'Rating': '4.5'}, {'Movie': 'Office Space (1999)', 'Rank': '2', 'Rating': '4.0'}, {'Movie': 'Shaun of the Dead (2004)', 'Rank': '2', 'Rating': '4.0'}, {'Movie': 'Grand Day Out with Wallace and Gromit, A (1989)', 'Rank': '2', 'Rating': '4.0'}, {'Movie': 'Philadelphia Story, The (1940)', 'Rank': '2', 'Rating': '4.0'}, {'Movie': 'Creature Comforts (1989)', 'Rank': '3', 'Rating': '3.5'}, {'Movie': 'Swingers (1996)', 'Rank': '3', 'Rating': '3.5'}, {'Movie': 'FLCL (2000)', 'Rank': '3', 'Rating': '3.5'}, {'Movie': 'Cabin in the Woods, The (2012)', 'Rank': '4', 'Rating': '3.0'}]",[4.43 4.39 4.37 4.61 4.4  4.43 4.52 4.39 4.39 4.39],[3.  3.5 3.5 4.5 4.5 4.  4.  4.  4.  3.5],[ 3  6 10  1  5  4  2  7  9  8],[4 3 3 1 1 2 2 2 2 3],0.718860209,0.602,20,0.602,0.718860209
108,['Comedy'],"[{'Movie': 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Rank': 1, 'Rating': '4.69'}, {'Movie': 'Young Frankenstein (1974)', 'Rank': 2, 'Rating': '4.60'}, {'Movie': 'Princess Bride, The (1987)', 'Rank': 3, 'Rating': '4.57'}, {'Movie': 'Sting, The (1973)', 'Rank': 4, 'Rating': '4.57'}, {'Movie': 'Christmas Story, A (1983)', 'Rank': 5, 'Rating': '4.56'}, {'Movie': 'This Is Spinal Tap (1984)', 'Rank': 6, 'Rating': '4.55'}, {'Movie': ""Monty Python's And Now for Something Completely Different (1971)"", 'Rank': 7, 'Rating': '4.54'}, {'Movie': 'Being John Malkovich (1999)', 'Rank': 8, 'Rating': '4.54'}, {'Movie': 'Life Is Beautiful (La Vita � bella) (1997)', 'Rank': 9, 'Rating': '4.50'}, {'Movie': 'Trainspotting (1996)', 'Rank': 10, 'Rating': '4.49'}]","[{'Movie': 'Life Is Beautiful (La Vita � bella)', 'Rank': '9', 'Rating': '4.6'}, {'Movie': 'Being John Malkovich', 'Rank': '8', 'Rating': '4.4'}, {'Movie': 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb', 'Rank': '1', 'Rating': '4.5'}, {'Movie': 'This Is Spinal Tap', 'Rank': '6', 'Rating': '4.3'}, {'Movie': 'Princess Bride, The', 'Rank': '3', 'Rating': '4.2'}, {'Movie': ""Monty Python's And Now for Something Completely Different"", 'Rank': '7', 'Rating': '4.1'}, {'Movie': 'Young Frankenstein', 'Rank': '2', 'Rating': '4.0'}, {'Movie': 'Trainspotting', 'Rank': '10', 'Rating': '4.0'}, {'Movie': 'Sting, The', 'Rank': '4', 'Rating': '3.8'}, {'Movie': 'Christmas Story, A', 'Rank': '5', 'Rating': '3.0'}]",[4.54 4.56 4.69 4.5  4.54 4.57 4.57 4.55 4.49 4.6 ],[4.4 3.  4.5 4.6 4.1 4.2 3.8 4.3 4.  4. ],[ 8  5  1  9  7  3  4  6 10  2],[ 8  5  1  9  7  3  4  6 10  2],0.639163516,0.491,100,0.491,0.639163516
109,['Comedy'],"[{'Movie': 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Rank': 1, 'Rating': '4.13'}, {'Movie': 'Life Is Beautiful (La Vita � bella) (1997)', 'Rank': 2, 'Rating': '4.03'}, {'Movie': 'Lost in Translation (2003)', 'Rank': 3, 'Rating': '4.02'}, {'Movie': 'Shaun of the Dead (2004)', 'Rank': 4, 'Rating': '3.99'}, {'Movie': 'Philadelphia Story, The (1940)', 'Rank': 5, 'Rating': '3.98'}, {'Movie': 'Monty Python and the Holy Grail (1975)', 'Rank': 6, 'Rating': '3.95'}, {'Movie': 'Some Like It Hot (1959)', 'Rank': 7, 'Rating': '3.92'}, {'Movie': 'Office Space (1999)', 'Rank': 8, 'Rating': '3.91'}, {'Movie': 'Kiss Kiss Bang Bang (2005)', 'Rank': 9, 'Rating': '3.91'}, {'Movie': 'In Bruges (2008)', 'Rank': 10, 'Rating': '3.89'}]","[{'Movie': 'In Bruges (2008)', 'Rank': '10', 'Rating': '4.9'}, {'Movie': 'Life Is Beautiful (La Vita � bella) (1997)', 'Rank': '2', 'Rating': '4.8'}, {'Movie': 'Kiss Kiss Bang Bang (2005)', 'Rank': '9', 'Rating': '4.7'}, {'Movie': 'Philadelphia Story, The (1940)', 'Rank': '5', 'Rating': '4.6'}, {'Movie': 'Some Like It Hot (1959)', 'Rank': '7', 'Rating': '4.4'}, {'Movie': 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Rank': '1', 'Rating': '4.5'}, {'Movie': 'Lost in Translation (2003)', 'Rank': '3', 'Rating': '4.3'}, {'Movie': 'Monty Python and the Holy Grail (1975)', 'Rank': '6', 'Rating': '4.2'}, {'Movie': 'Office Space (1999)', 'Rank': '8', 'Rating': '4.1'}, {'Movie': 'Shaun of the Dead (2004)', 'Rank': '4', 'Rating': '4.0'}]",[4.13 3.89 3.91 4.03 4.02 3.95 3.91 3.98 3.99 3.92],[4.5 4.9 4.7 4.8 4.3 4.2 4.1 4.6 4.  4.4],[ 1 10  9  2  3  6  8  5  4  7],[ 1 10  9  2  3  6  8  5  4  7],0.56266331,0.477,100,0.477,0.56266331
110,['Comedy'],"[{'Movie': 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Rank': 1, 'Rating': '4.50'}, {'Movie': 'Kingsman: The Secret Service (2015)', 'Rank': 2, 'Rating': '4.42'}, {'Movie': 'In Bruges (2008)', 'Rank': 3, 'Rating': '4.38'}, {'Movie': 'Intouchables (2011)', 'Rank': 4, 'Rating': '4.37'}, {'Movie': 'Fear and Loathing in Las Vegas (1998)', 'Rank': 5, 'Rating': '4.37'}, {'Movie': 'Toy Story 3 (2010)', 'Rank': 6, 'Rating': '4.35'}, {'Movie': 'Life Is Beautiful (La Vita � bella) (1997)', 'Rank': 7, 'Rating': '4.34'}, {'Movie': 'Roman Holiday (1953)', 'Rank': 8, 'Rating': '4.34'}, {'Movie': 'Dirty Rotten Scoundrels (1988)', 'Rank': 9, 'Rating': '4.33'}, {'Movie': 'Monty Python and the Holy Grail (1975)', 'Rank': 10, 'Rating': '4.31'}]","[{'Movie': 'Monty Python and the Holy Grail (1975)', 'Rank': '1', 'Rating': '4.6'}, {'Movie': 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Rank': '2', 'Rating': '4.5'}, {'Movie': 'Life Is Beautiful (La Vita � bella) (1997)', 'Rank': '3', 'Rating': '4.4'}, {'Movie': 'Intouchables (2011)', 'Rank': '4', 'Rating': '4.3'}, {'Movie': 'In Bruges (2008)', 'Rank': '5', 'Rating': '4.2'}, {'Movie': 'Roman Holiday (1953)', 'Rank': '6', 'Rating': '4.1'}, {'Movie': 'Kingsman: The Secret Service (2015)', 'Rank': '7', 'Rating': '4.0'}, {'Movie': 'Dirty Rotten Scoundrels (1988)', 'Rank': '8', 'Rating': '3.9'}, {'Movie': 'Fear and Loathing in Las Vegas (1998)', 'Rank': '9', 'Rating': '3.8'}, {'Movie': 'Toy Story 3 (2010)', 'Rank': '10', 'Rating': '3.5'}]",[4.33 4.5  4.37 4.38 4.37 4.42 4.34 4.31 4.34 4.35],[3.9 4.5 3.8 4.2 4.3 4.  4.4 4.6 4.1 3.5],[ 9  1  5  3  4  2  7 10  8  6],[ 8  2  9  5  4  7  3  1  6 10],0.398911018,0.311,10,0.311,0.398911018
111,['Comedy'],"[{'Movie': 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Rank': 1, 'Rating': '4.60'}, {'Movie': 'Sleeper (1973)', 'Rank': 2, 'Rating': '4.59'}, {'Movie': 'Fargo (1996)', 'Rank': 3, 'Rating': '4.48'}, {'Movie': ""Singin' in the Rain (1952)"", 'Rank': 4, 'Rating': '4.44'}, {'Movie': 'It Happened One Night (1934)', 'Rank': 5, 'Rating': '4.40'}, {'Movie': 'Toy Story 3 (2010)', 'Rank': 6, 'Rating': '4.40'}, {'Movie': ""Prizzi's Honor (1985)"", 'Rank': 7, 'Rating': '4.39'}, {'Movie': 'Go (1999)', 'Rank': 8, 'Rating': '4.34'}, {'Movie': 'Adaptation (2002)', 'Rank': 9, 'Rating': '4.33'}, {'Movie': 'Monty Python and the Holy Grail (1975)', 'Rank': 10, 'Rating': '4.29'}]","[{'Movie': 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Rank': '1', 'Rating': '4.5'}, {'Movie': 'Monty Python and the Holy Grail (1975)', 'Rank': '2', 'Rating': '4.5'}, {'Movie': 'Toy Story 3 (2010)', 'Rank': '3', 'Rating': '4.4'}, {'Movie': 'Fargo (1996)', 'Rank': '4', 'Rating': '4.3'}, {'Movie': 'Adaptation (2002)', 'Rank': '5', 'Rating': '4.3'}, {'Movie': ""Singin' in the Rain (1952)"", 'Rank': '6', 'Rating': '4.2'}, {'Movie': ""Prizzi's Honor (1985)"", 'Rank': '7', 'Rating': '4.1'}, {'Movie': 'Sleeper (1973)', 'Rank': '8', 'Rating': '4.0'}, {'Movie': 'It Happened One Night (1934)', 'Rank': '9', 'Rating': '4.0'}, {'Movie': 'Go (1999)', 'Rank': '10', 'Rating': '4.0'}]",[4.33 4.6  4.48 4.34 4.4  4.29 4.39 4.44 4.59 4.4 ],[4.3 4.5 4.3 4.  4.  4.5 4.1 4.2 4.  4.4],[ 9  1  3  8  5 10  7  4  2  6],[ 5  1  4 10  9  2  7  6  8  3],0.292027396,0.238,20,0.238,0.292027396
112,['Comedy'],"[{'Movie': 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Rank': 1, 'Rating': '3.67'}, {'Movie': 'Philadelphia Story, The (1940)', 'Rank': 2, 'Rating': '3.57'}, {'Movie': 'Fear and Loathing in Las Vegas (1998)', 'Rank': 3, 'Rating': '3.51'}, {'Movie': ""Amelie (Fabuleux destin d'Am�lie Poulain, Le) (2001)"", 'Rank': 4, 'Rating': '3.50'}, {'Movie': 'Annie Hall (1977)', 'Rank': 5, 'Rating': '3.49'}, {'Movie': 'Young Frankenstein (1974)', 'Rank': 6, 'Rating': '3.48'}, {'Movie': 'In Bruges (2008)', 'Rank': 7, 'Rating': '3.45'}, {'Movie': 'Fisher King, The (1991)', 'Rank': 8, 'Rating': '3.44'}, {'Movie': 'Snatch (2000)', 'Rank': 9, 'Rating': '3.44'}, {'Movie': 'Pulp Fiction (1994)', 'Rank': 10, 'Rating': '3.44'}]","[{'Movie': 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Rank': '1', 'Rating': '4.5'}, {'Movie': ""Amelie (Fabuleux destin d'Am�lie Poulain, Le) (2001)"", 'Rank': '2', 'Rating': '4.5'}, {'Movie': 'Philadelphia Story, The (1940)', 'Rank': '3', 'Rating': '4.0'}, {'Movie': 'Annie Hall (1977)', 'Rank': '4', 'Rating': '4.0'}, {'Movie': 'Young Frankenstein (1974)', 'Rank': '5', 'Rating': '4.0'}, {'Movie': 'Fisher King, The (1991)', 'Rank': '6', 'Rating': '4.0'}, {'Movie': 'In Bruges (2008)', 'Rank': '7', 'Rating': '3.5'}, {'Movie': 'Pulp Fiction (1994)', 'Rank': '8', 'Rating': '3.5'}, {'Movie': 'Snatch (2000)', 'Rank': '9', 'Rating': '3.0'}, {'Movie': 'Fear and Loathing in Las Vegas (1998)', 'Rank': '10', 'Rating': '2.0'}]",[3.5  3.49 3.67 3.51 3.44 3.45 3.57 3.44 3.44 3.48],[4.5 4.  4.5 2.  4.  3.5 4.  3.5 3.  4. ],[ 4  5  1  3  8  7  2 10  9  6],[ 2  4  1 10  6  7  3  8  9  5],0.720950761,0.591,30,0.591,0.720950761
113,['Comedy'],"[{'Movie': 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Rank': 1, 'Rating': '4.42'}, {'Movie': 'Snatch (2000)', 'Rank': 2, 'Rating': '4.33'}, {'Movie': 'Kiss Kiss Bang Bang (2005)', 'Rank': 3, 'Rating': '4.32'}, {'Movie': 'Wallace & Gromit: The Best of Aardman Animation (1996)', 'Rank': 4, 'Rating': '4.29'}, {'Movie': 'Fish Called Wanda, A (1988)', 'Rank': 5, 'Rating': '4.29'}, {'Movie': 'Thank You for Smoking (2006)', 'Rank': 6, 'Rating': '4.28'}, {'Movie': 'Blazing Saddles (1974)', 'Rank': 7, 'Rating': '4.23'}, {'Movie': 'Mary Poppins (1964)', 'Rank': 8, 'Rating': '4.23'}, {'Movie': 'This Is Spinal Tap (1984)', 'Rank': 9, 'Rating': '4.21'}, {'Movie': 'Lost in Translation (2003)', 'Rank': 10, 'Rating': '4.20'}]","[{'Movie': 'Lost in Translation (2003)', 'Rank': '1', 'Rating': '4.5'}, {'Movie': 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Rank': '2', 'Rating': '4.5'}, {'Movie': 'Mary Poppins (1964)', 'Rank': '3', 'Rating': '4.0'}, {'Movie': 'Wallace & Gromit: The Best of Aardman Animation (1996)', 'Rank': '4', 'Rating': '4.0'}, {'Movie': 'A Fish Called Wanda (1988)', 'Rank': '5', 'Rating': '3.5'}, {'Movie': 'Snatch (2000)', 'Rank': '6', 'Rating': '3.0'}, {'Movie': 'Blazing Saddles (1974)', 'Rank': '7', 'Rating': '3.0'}, {'Movie': 'This Is Spinal Tap (1984)', 'Rank': '8', 'Rating': '2.5'}, {'Movie': 'Kiss Kiss Bang Bang (2005)', 'Rank': '9', 'Rating': '2.5'}, {'Movie': 'Thank You for Smoking (2006)', 'Rank': '10', 'Rating': '2.0'}]",[4.23 4.42 4.29 4.32 4.2  4.23 4.33 4.28 4.21 4.29],[3.5 3.  4.5 2.5 4.5 4.  3.  2.  2.5 4. ],[ 7  1  5  3 10  8  2  6  9  4],[ 5  7  2  9  1  3  6 10  8  4],1.265867292,1.032,10,1.032,1.265867292
114,['Comedy'],"[{'Movie': 'Fear and Loathing in Las Vegas (1998)', 'Rank': 1, 'Rating': '4.31'}, {'Movie': 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Rank': 2, 'Rating': '4.29'}, {'Movie': 'Philadelphia Story, The (1940)', 'Rank': 3, 'Rating': '4.25'}, {'Movie': 'Forrest Gump (1994)', 'Rank': 4, 'Rating': '4.25'}, {'Movie': 'Evil Dead II (Dead by Dawn) (1987)', 'Rank': 5, 'Rating': '4.24'}, {'Movie': ""Monty Python's And Now for Something Completely Different (1971)"", 'Rank': 6, 'Rating': '4.23'}, {'Movie': 'Thank You for Smoking (2006)', 'Rank': 7, 'Rating': '4.18'}, {'Movie': 'Princess Bride, The (1987)', 'Rank': 8, 'Rating': '4.16'}, {'Movie': 'Dirty Rotten Scoundrels (1988)', 'Rank': 9, 'Rating': '4.16'}, {'Movie': 'Willy Wonka & the Chocolate Factory (1971)', 'Rank': 10, 'Rating': '4.15'}]","[{'Movie': 'Fear and Loathing in Las Vegas (1998)', 'Rank': '1', 'Rating': '4.5'}, {'Movie': 'Evil Dead II (Dead by Dawn) (1987)', 'Rank': '2', 'Rating': '4.5'}, {'Movie': 'Princess Bride, The (1987)', 'Rank': '3', 'Rating': '4.5'}, {'Movie': 'Forrest Gump (1994)', 'Rank': '4', 'Rating': '4.0'}, {'Movie': 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Rank': '5', 'Rating': '4.0'}, {'Movie': 'Willy Wonka & the Chocolate Factory (1971)', 'Rank': '6', 'Rating': '4.0'}, {'Movie': ""Monty Python's And Now for Something Completely Different (1971)"", 'Rank': '7', 'Rating': '4.0'}, {'Movie': 'Thank You for Smoking (2006)', 'Rank': '8', 'Rating': '3.5'}, {'Movie': 'Dirty Rotten Scoundrels (1988)', 'Rank': '9', 'Rating': '3.5'}, {'Movie': 'Philadelphia Story, The (1940)', 'Rank': '10', 'Rating': '3.0'}]",[4.16 4.29 4.24 4.31 4.25 4.23 4.25 4.16 4.18 4.15],[3.5 4.  4.5 4.5 4.  4.  3.  4.5 3.5 4. ],[ 9  2  5  1  4  6  3  8  7 10],[ 9  5  2  1  4  7 10  3  8  6],0.538683581,0.43,30,0.43,0.538683581
115,['Comedy'],"[{'Movie': 'Kiss Kiss Bang Bang (2005)', 'Rank': 1, 'Rating': '4.67'}, {'Movie': 'Princess Bride, The (1987)', 'Rank': 2, 'Rating': '4.65'}, {'Movie': 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Rank': 3, 'Rating': '4.61'}, {'Movie': 'Wallace & Gromit: The Best of Aardman Animation (1996)', 'Rank': 4, 'Rating': '4.61'}, {'Movie': 'Lost in Translation (2003)', 'Rank': 5, 'Rating': '4.52'}, {'Movie': 'Trainspotting (1996)', 'Rank': 6, 'Rating': '4.51'}, {'Movie': 'Forrest Gump (1994)', 'Rank': 7, 'Rating': '4.51'}, {'Movie': 'Life Is Beautiful (La Vita � bella) (1997)', 'Rank': 8, 'Rating': '4.50'}, {'Movie': 'Kingsman: The Secret Service (2015)', 'Rank': 9, 'Rating': '4.50'}, {'Movie': 'Philadelphia Story, The (1940)', 'Rank': 10, 'Rating': '4.50'}]","[{'Movie': 'Kiss Kiss Bang Bang (2005)', 'Rank': '1', 'Rating': '4.5'}, {'Movie': 'Princess Bride, The (1987)', 'Rank': '2', 'Rating': '4.2'}, {'Movie': 'Forrest Gump (1994)', 'Rank': '3', 'Rating': '4.0'}, {'Movie': 'Lost in Translation (2003)', 'Rank': '4', 'Rating': '3.8'}, {'Movie': 'Kingsman: The Secret Service (2015)', 'Rank': '5', 'Rating': '3.7'}, {'Movie': 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Rank': '6', 'Rating': '3.5'}, {'Movie': 'Life Is Beautiful (La Vita � bella) (1997)', 'Rank': '7', 'Rating': '3.3'}, {'Movie': 'Wallace & Gromit: The Best of Aardman Animation (1996)', 'Rank': '8', 'Rating': '3.0'}, {'Movie': 'Trainspotting (1996)', 'Rank': '9', 'Rating': '2.8'}, {'Movie': 'Philadelphia Story, The (1940)', 'Rank': '10', 'Rating': '2.5'}]",[4.61 4.51 4.5  4.67 4.5  4.52 4.5  4.65 4.51 4.61],[3.5 4.  3.7 4.5 3.3 3.8 2.5 4.2 2.8 3. ],[ 3  7  9  1  8  5 10  2  6  4],[ 6  3  5  1  7  4 10  2  9  8],1.176358789,1.028,30,1.028,1.176358789
116,['Comedy'],"[{'Movie': 'Harold and Maude (1971)', 'Rank': 1, 'Rating': '4.35'}, {'Movie': 'Evil Dead II (Dead by Dawn) (1987)', 'Rank': 2, 'Rating': '4.33'}, {'Movie': 'Fear and Loathing in Las Vegas (1998)', 'Rank': 3, 'Rating': '4.28'}, {'Movie': 'Philadelphia Story, The (1940)', 'Rank': 4, 'Rating': '4.27'}, {'Movie': 'Trainspotting (1996)', 'Rank': 5, 'Rating': '4.24'}, {'Movie': 'Intouchables (2011)', 'Rank': 6, 'Rating': '4.23'}, {'Movie': 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Rank': 7, 'Rating': '4.21'}, {'Movie': 'M*A*S*H (a.k.a. MASH) (1970)', 'Rank': 8, 'Rating': '4.21'}, {'Movie': 'Little Miss Sunshine (2006)', 'Rank': 9, 'Rating': '4.20'}, {'Movie': 'Willy Wonka & the Chocolate Factory (1971)', 'Rank': 10, 'Rating': '4.19'}]","[{'Movie': 'Willy Wonka & the Chocolate Factory (1971)', 'Rank': '1', 'Rating': '4.5'}, {'Movie': 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Rank': '2', 'Rating': '4.5'}, {'Movie': 'Harold and Maude (1971)', 'Rank': '3', 'Rating': '4.5'}, {'Movie': 'Little Miss Sunshine (2006)', 'Rank': '4', 'Rating': '4.0'}, {'Movie': 'M*A*S*H (a.k.a. MASH) (1970)', 'Rank': '5', 'Rating': '4.0'}, {'Movie': 'Philadelphia Story, The (1940)', 'Rank': '6', 'Rating': '4.0'}, {'Movie': 'Intouchables (2011)', 'Rank': '7', 'Rating': '4.0'}, {'Movie': 'Fear and Loathing in Las Vegas (1998)', 'Rank': '8', 'Rating': '3.0'}, {'Movie': 'Trainspotting (1996)', 'Rank': '9', 'Rating': '2.5'}, {'Movie': 'Evil Dead II (Dead by Dawn) (1987)', 'Rank': '10', 'Rating': '2.0'}]",[4.21 4.33 4.28 4.35 4.23 4.2  4.21 4.27 4.24 4.19],[4.5 2.  3.  4.5 4.  4.  4.  4.  2.5 4.5],[ 7  2  3  1  6  9  8  4  5 10],[ 2 10  8  3  7  4  5  6  9  1],1.025060974,0.701,0,0.701,1.025060974
117,['Comedy'],"[{'Movie': 'Philadelphia Story, The (1940)', 'Rank': 1, 'Rating': '4.38'}, {'Movie': 'Snatch (2000)', 'Rank': 2, 'Rating': '4.37'}, {'Movie': 'Some Like It Hot (1959)', 'Rank': 3, 'Rating': '4.32'}, {'Movie': ""Amelie (Fabuleux destin d'Am�lie Poulain, Le) (2001)"", 'Rank': 4, 'Rating': '4.28'}, {'Movie': 'Princess Bride, The (1987)', 'Rank': 5, 'Rating': '4.27'}, {'Movie': 'Toy Story 3 (2010)', 'Rank': 6, 'Rating': '4.24'}, {'Movie': 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Rank': 7, 'Rating': '4.21'}, {'Movie': 'Back to the Future (1985)', 'Rank': 8, 'Rating': '4.20'}, {'Movie': 'Clerks (1994)', 'Rank': 9, 'Rating': '4.19'}, {'Movie': 'Intouchables (2011)', 'Rank': 10, 'Rating': '4.17'}]","[{'Movie': 'Philadelphia Story, The (1940)', 'Rank': '1', 'Rating': '4.5'}, {'Movie': 'Intouchables (2011)', 'Rank': '2', 'Rating': '4.5'}, {'Movie': ""Amelie (Fabuleux destin d'Am�lie Poulain, Le) (2001)"", 'Rank': '3', 'Rating': '4.5'}, {'Movie': 'Princess Bride, The (1987)', 'Rank': '4', 'Rating': '4.0'}, {'Movie': 'Some Like It Hot (1959)', 'Rank': '5', 'Rating': '4.0'}, {'Movie': 'Back to the Future (1985)', 'Rank': '6', 'Rating': '4.0'}, {'Movie': 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Rank': '7', 'Rating': '3.5'}, {'Movie': 'Toy Story 3 (2010)', 'Rank': '8', 'Rating': '3.0'}, {'Movie': 'Clerks (1994)', 'Rank': '9', 'Rating': '2.5'}, {'Movie': 'Snatch (2000)', 'Rank': '10', 'Rating': '2.0'}]",[4.28 4.2  4.19 4.21 4.17 4.38 4.27 4.37 4.32 4.24],[4.5 4.  2.5 3.5 4.5 4.5 4.  2.  4.  3. ],[ 4  8  9  7 10  1  5  2  3  6],[ 3  6  9  7  2  1  4 10  5  8],1.044112063,0.747,30,0.747,1.044112063
118,['Comedy'],"[{'Movie': 'Trainspotting (1996)', 'Rank': 1, 'Rating': '4.29'}, {'Movie': 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Rank': 2, 'Rating': '4.28'}, {'Movie': 'Evil Dead II (Dead by Dawn) (1987)', 'Rank': 3, 'Rating': '4.25'}, {'Movie': ""Amelie (Fabuleux destin d'Am�lie Poulain, Le) (2001)"", 'Rank': 4, 'Rating': '4.20'}, {'Movie': 'Manhattan (1979)', 'Rank': 5, 'Rating': '4.18'}, {'Movie': 'Forrest Gump (1994)', 'Rank': 6, 'Rating': '4.17'}, {'Movie': 'In Bruges (2008)', 'Rank': 7, 'Rating': '4.14'}, {'Movie': 'Little Miss Sunshine (2006)', 'Rank': 8, 'Rating': '4.13'}, {'Movie': 'It Happened One Night (1934)', 'Rank': 9, 'Rating': '4.13'}, {'Movie': 'Life Is Beautiful (La Vita � bella) (1997)', 'Rank': 10, 'Rating': '4.13'}]","[{'Movie': 'Trainspotting (1996)', 'Rank': '1', 'Rating': '4.5'}, {'Movie': 'In Bruges (2008)', 'Rank': '2', 'Rating': '4.5'}, {'Movie': 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Rank': '3', 'Rating': '4.0'}, {'Movie': 'Forrest Gump (1994)', 'Rank': '4', 'Rating': '3.5'}, {'Movie': 'Evil Dead II (Dead by Dawn) (1987)', 'Rank': '5', 'Rating': '3.0'}, {'Movie': 'Life Is Beautiful (La Vita � bella) (1997)', 'Rank': '6', 'Rating': '3.0'}, {'Movie': 'Manhattan (1979)', 'Rank': '7', 'Rating': '3.0'}, {'Movie': 'Little Miss Sunshine (2006)', 'Rank': '8', 'Rating': '3.0'}, {'Movie': ""Amelie (Fabuleux destin d'Am�lie Poulain, Le) (2001)"", 'Rank': '9', 'Rating': '2.5'}, {'Movie': 'It Happened One Night (1934)', 'Rank': '10', 'Rating': '2.0'}]",[4.2  4.28 4.25 4.17 4.14 4.13 4.13 4.13 4.18 4.29],[2.5 4.  3.  3.5 4.5 2.  3.  3.  3.  4.5],[ 4  2  3  6  7  9 10  8  5  1],[ 9  3  5  4  2 10  6  8  7  1],1.167758537,1.004,20,1.004,1.167758537
